family	genus	species	taxid	segment	refseqs
Peribunyaviridae	Orthobunyavirus	Tacaiuma orthobunyavirus	611707	S	MF497771
Peribunyaviridae	Orthobunyavirus	Tete orthobunyavirus	35319	L	NC_039184
Peribunyaviridae	Orthobunyavirus	Tete orthobunyavirus	35319	M	NC_039183
Peribunyaviridae	Orthobunyavirus	Tete orthobunyavirus	35319	S	NC_039185
Peribunyaviridae	Orthobunyavirus	Wyeomyia orthobunyavirus	273350	L	NC_039186
Peribunyaviridae	Orthobunyavirus	Wyeomyia orthobunyavirus	273350	M	NC_039187
Peribunyaviridae	Orthobunyavirus	Wyeomyia orthobunyavirus	273350	S	NC_039188
Phenuiviridae	Phlebovirus	Aguacate virus	1006583	L	NC_015451
Phenuiviridae	Phlebovirus	Aguacate virus	1006583	M	NC_015450
Phenuiviridae	Phlebovirus	Aguacate virus	1006583	S	NC_015452
Phenuiviridae	Phlebovirus	Ambe virus	1926500	L	NC_033844
Phenuiviridae	Phlebovirus	Ambe virus	1926500	M	NC_033835
Phenuiviridae	Phlebovirus	Ambe virus	1926500	S	NC_033845
Phenuiviridae	Phlebovirus	Anhanga virus	904722	L	NC_033836
Phenuiviridae	Phlebovirus	Anhanga virus	904722	M	NC_033846
Phenuiviridae	Phlebovirus	Anhanga virus	904722	S	NC_033837
Phenuiviridae	Phlebovirus	Arrabida virus	1457322	L	NC_029082
Phenuiviridae	Phlebovirus	Arrabida virus	1457322	M	NC_037616
Phenuiviridae	Phlebovirus	Arrabida virus	1457322	S	NC_037617
Phenuiviridae	Phlebovirus	Arumowot virus	904698	L	NC_023635
Phenuiviridae	Phlebovirus	Arumowot virus	904698	M	NC_023633
Phenuiviridae	Phlebovirus	Arumowot virus	904698	S	NC_023634
Phenuiviridae	Phlebovirus	Bhanja virus	1213620	L	NC_027140
Phenuiviridae	Phlebovirus	Bhanja virus	1213620	M	NC_027141
Phenuiviridae	Phlebovirus	Bhanja virus	1213620	S	NC_027142
Phenuiviridae	Phlebovirus	Bujaru phlebovirus	1933183	L	NC_033830
Phenuiviridae	Phlebovirus	Bujaru phlebovirus	1933183	M	NC_033847
Phenuiviridae	Phlebovirus	Bujaru phlebovirus	1933183	S	NC_033831
Phenuiviridae	Phlebovirus	Candiru phlebovirus	1933182	L	NC_015374
Phenuiviridae	Phlebovirus	Candiru phlebovirus	1933182	M	NC_015373
Phenuiviridae	Phlebovirus	Candiru phlebovirus	1933182	S	NC_015375
Phenuiviridae	Phlebovirus	Heartland virus	1216928	L	NC_024495
Phenuiviridae	Phlebovirus	Heartland virus	1216928	M	NC_024494
Phenuiviridae	Phlebovirus	Heartland virus	1216928	S	NC_024496
Phenuiviridae	Phlebovirus	Kabuto mountain virus	1851087	L	NC_036604
Phenuiviridae	Phlebovirus	Kabuto mountain virus	1851087	M	NC_036605
Phenuiviridae	Phlebovirus	Kabuto mountain virus	1851087	S	NC_036606
Phenuiviridae	Phlebovirus	Punta Toro phlebovirus	1933186	L	NC_039192
Phenuiviridae	Phlebovirus	Punta Toro phlebovirus	1933186	M	NC_039191
Phenuiviridae	Phlebovirus	Punta Toro phlebovirus	1933186	S	NC_039193
Phenuiviridae	Phlebovirus	Razdan virus	1405807	L	NC_022630
Phenuiviridae	Phlebovirus	Razdan virus	1405807	M	NC_022631
Phenuiviridae	Phlebovirus	Razdan virus	1405807	S	NC_022632
Phenuiviridae	Phlebovirus	Rift Valley fever phlebovirus	1933187	L	NC_014397
Phenuiviridae	Phlebovirus	Rift Valley fever phlebovirus	1933187	M	NC_014396
Phenuiviridae	Phlebovirus	Rift Valley fever phlebovirus	1933187	S	NC_014395
Phenuiviridae	Phlebovirus	SFTS phlebovirus	1933190	L	NC_018136
Phenuiviridae	Phlebovirus	SFTS phlebovirus	1933190	M	NC_018138
Phenuiviridae	Phlebovirus	SFTS phlebovirus	1933190	S	NC_018137
Phenuiviridae	Phlebovirus	Salehabad phlebovirus	1933188	L	NC_029127
Phenuiviridae	Phlebovirus	Salehabad phlebovirus	1933188	M	NC_029128
Phenuiviridae	Phlebovirus	Salehabad phlebovirus	1933188	S	NC_029129
Phenuiviridae	Phlebovirus	Sandfly fever Naples phlebovirus	1933189	L	NC_006319
Phenuiviridae	Phlebovirus	Sandfly fever Naples phlebovirus	1933189	M	NC_006320
Phenuiviridae	Phlebovirus	Sandfly fever Naples phlebovirus	1933189	S	NC_006318
Phenuiviridae	Phlebovirus	Sandfly fever Sicilian virus	28292	L	NC_015412
Phenuiviridae	Phlebovirus	Sandfly fever Sicilian virus	28292	M	NC_015411
Phenuiviridae	Phlebovirus	Sandfly fever Sicilian virus	28292	S	NC_015413
Phenuiviridae	Phlebovirus	Tapara virus	1926501	L	NC_033848
Phenuiviridae	Phlebovirus	Tapara virus	1926501	M	NC_033838
Phenuiviridae	Phlebovirus	Tapara virus	1926501	S	NC_033839
Phenuiviridae	Phlebovirus	Toros virus	1764085	L	NC_029903
Phenuiviridae	Phlebovirus	Toros virus	1764085	M	NC_037614
Phenuiviridae	Phlebovirus	Toros virus	1764085	S	NC_037615
Phenuiviridae	Phlebovirus	Uriurana virus	1055750	L	NC_033849
Phenuiviridae	Phlebovirus	Uriurana virus	1055750	M	NC_033840
Phenuiviridae	Phlebovirus	Uriurana virus	1055750	S	NC_033850
Phenuiviridae	Phlebovirus	Urucuri virus	1926502	L	NC_033841
Phenuiviridae	Phlebovirus	Urucuri virus	1926502	M	NC_033842
Phenuiviridae	Phlebovirus	Urucuri virus	1926502	S	NC_033843
Phenuiviridae	Phlebovirus	Uukuniemi phlebovirus	1933191	L	NC_005214
Phenuiviridae	Phlebovirus	Uukuniemi phlebovirus	1933191	M	NC_005220
Phenuiviridae	Phlebovirus	Uukuniemi phlebovirus	1933191	S	NC_005221
Phenuiviridae	Phlebovirus	Zerdali virus	1764086	L	NC_029901
Phenuiviridae	Phlebovirus	Zerdali virus	1764086	M	NC_037612
Phenuiviridae	Phlebovirus	Zerdali virus	1764086	S	NC_037613
Picobirnaviridae	Picobirnavirus	Human picobirnavirus	145856	1	NC_007026
Picobirnaviridae	Picobirnavirus	Human picobirnavirus	145856	2	NC_007027
Picornaviridae	Aphthovirus	Equine rhinitis A virus	47000	None	NC_039209
Picornaviridae	Aphthovirus	Foot-and-mouth disease virus	12110	None	NC_039210
Picornaviridae	Cardiovirus	Cardiovirus A	1821749	None	NC_001479
Picornaviridae	Cardiovirus	Cardiovirus B	1821750	None	NC_001366,NC_009448,NC_010810
Picornaviridae	Cosavirus	Cosavirus A	1330491	None	NC_012800
Picornaviridae	Cosavirus	Cosavirus B	2003649	None	NC_012801
Picornaviridae	Cosavirus	Cosavirus D	2003650	None	NC_012802
Picornaviridae	Cosavirus	Cosavirus E	2003651	None	NC_012798
Picornaviridae	Cosavirus	Cosavirus F	2003652	None	NC_034385
Picornaviridae	Enterovirus	Enterovirus A	138948	None	NC_038306,NC_001612
Picornaviridae	Enterovirus	Enterovirus B	138949	None	NC_001472,NC_038307
Picornaviridae	Enterovirus	Enterovirus C	138950	None	NC_002058
Picornaviridae	Enterovirus	Enterovirus D	138951	None	NC_001430,NC_038308
Picornaviridae	Enterovirus	Enterovirus E	12064	None	NC_001859
Picornaviridae	Enterovirus	Rhinovirus A	147711	None	NC_038311,NC_001617
Picornaviridae	Enterovirus	Rhinovirus B	147712	None	NC_038312,NC_001490
Picornaviridae	Enterovirus	Rhinovirus C	463676	None	NC_038878,NC_009996
Picornaviridae	Erbovirus	Erbovirus A	312185	None	NC_003983
Picornaviridae	Hepatovirus	Hepatovirus A	12092	None	NC_001489
Picornaviridae	Kobuvirus	Aichivirus A	72149	None	NC_001918
Picornaviridae	Parechovirus	Parechovirus A	1803956	None	NC_038319,NC_001897
Picornaviridae	Parechovirus	Parechovirus B	1803957	None	NC_003976
Picornaviridae	Rosavirus	Rosavirus A	1511805	None	NC_038880,NC_024070
Picornaviridae	Salivirus	Salivirus A	1330524	None	NC_012986,NC_012957
Pneumoviridae	Metapneumovirus	Avian metapneumovirus	38525	None	NC_039231
Pneumoviridae	Metapneumovirus	Human metapneumovirus	162145	None	NC_039199
Pneumoviridae	Orthopneumovirus	Human orthopneumovirus	11250	None	NC_001781,NC_038235
Pneumoviridae	unknown	Respiratory syncytial virus	12814	None	NC_001803
Polyomaviridae	Alphapolyomavirus	Human polyomavirus 5	1891726	None	NC_010277
Polyomaviridae	Betapolyomavirus	Human polyomavirus 1	1891762	None	NC_001538
Polyomaviridae	Betapolyomavirus	Human polyomavirus 2	1891763	None	NC_001699
Polyomaviridae	Betapolyomavirus	Human polyomavirus 3	1891764	None	NC_009238
Polyomaviridae	Betapolyomavirus	Human polyomavirus 4	1891765	None	NC_009539
Polyomaviridae	Betapolyomavirus	Macaca mulatta polyomavirus 1	1891767	None	NC_001669
Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	10279	None	NC_001731
Poxviridae	Orthopoxvirus	Cowpox virus	10243	None	NC_003663
Poxviridae	Orthopoxvirus	Monkeypox virus	10244	None	NC_003310
Poxviridae	Orthopoxvirus	Vaccinia virus	10245	None	NC_006998
Poxviridae	Orthopoxvirus	Variola virus	10255	None	NC_001611
Poxviridae	Parapoxvirus	Orf virus	10258	None	NC_005336
Poxviridae	Yatapoxvirus	Tanapox virus	99000	None	NC_002642
Poxviridae	Yatapoxvirus	Yaba monkey tumor virus	38804	None	NC_005179
Reoviridae	Coltivirus	Colorado tick fever virus	46839	1	NC_004181
Reoviridae	Coltivirus	Colorado tick fever virus	46839	10	NC_004189
Reoviridae	Coltivirus	Colorado tick fever virus	46839	11	NC_004191
Reoviridae	Coltivirus	Colorado tick fever virus	46839	12	NC_004190
Reoviridae	Coltivirus	Colorado tick fever virus	46839	2	NC_004182
Reoviridae	Coltivirus	Colorado tick fever virus	46839	3	NC_004183
Reoviridae	Coltivirus	Colorado tick fever virus	46839	4	NC_004184
Reoviridae	Coltivirus	Colorado tick fever virus	46839	5	NC_004185
Reoviridae	Coltivirus	Colorado tick fever virus	46839	6	NC_004186
Reoviridae	Coltivirus	Colorado tick fever virus	46839	7	NC_004187
Reoviridae	Coltivirus	Colorado tick fever virus	46839	8	NC_004188
Reoviridae	Coltivirus	Colorado tick fever virus	46839	9	NC_004180
Reoviridae	Coltivirus	Eyach virus	62352	1	NC_003696
Reoviridae	Coltivirus	Eyach virus	62352	10	NC_003705
Reoviridae	Coltivirus	Eyach virus	62352	11	NC_003706
Reoviridae	Coltivirus	Eyach virus	62352	12	NC_003707
Reoviridae	Coltivirus	Eyach virus	62352	2	NC_003697
Reoviridae	Coltivirus	Eyach virus	62352	3	NC_003698
Reoviridae	Coltivirus	Eyach virus	62352	4	NC_003699
Reoviridae	Coltivirus	Eyach virus	62352	5	NC_003700
Reoviridae	Coltivirus	Eyach virus	62352	6	NC_003701
Reoviridae	Coltivirus	Eyach virus	62352	7	NC_003702
Reoviridae	Coltivirus	Eyach virus	62352	8	NC_003703
Reoviridae	Coltivirus	Eyach virus	62352	9	NC_003704
Reoviridae	Orbivirus	Corriparta virus	40053	1	NC_038568
Reoviridae	Orbivirus	Corriparta virus	40053	10	NC_038569
Reoviridae	Orbivirus	Corriparta virus	40053	2	NC_038564
Reoviridae	Orbivirus	Corriparta virus	40053	3	NC_038570
Reoviridae	Orbivirus	Corriparta virus	40053	4	NC_038565
Reoviridae	Orbivirus	Corriparta virus	40053	5	NC_038566
Reoviridae	Orbivirus	Corriparta virus	40053	6	NC_038571
Reoviridae	Orbivirus	Corriparta virus	40053	7	NC_038573
Reoviridae	Orbivirus	Corriparta virus	40053	8	NC_038572
Reoviridae	Orbivirus	Corriparta virus	40053	9	NC_038567
Reoviridae	Orbivirus	Great Island virus	204269	1	NC_014522
Reoviridae	Orbivirus	Great Island virus	204269	10	NC_014531
Reoviridae	Orbivirus	Great Island virus	204269	2	NC_014523
Reoviridae	Orbivirus	Great Island virus	204269	3	NC_014524
Reoviridae	Orbivirus	Great Island virus	204269	4	NC_014525
Reoviridae	Orbivirus	Great Island virus	204269	5	NC_014526
Reoviridae	Orbivirus	Great Island virus	204269	6	NC_014527
Reoviridae	Orbivirus	Great Island virus	204269	7	NC_014528
Reoviridae	Orbivirus	Great Island virus	204269	8	NC_014529
Reoviridae	Orbivirus	Great Island virus	204269	9	NC_014530
Reoviridae	Orbivirus	Lebombo virus	40057	1	NC_038594
Reoviridae	Orbivirus	Lebombo virus	40057	10	NC_038602
Reoviridae	Orbivirus	Lebombo virus	40057	2	NC_038600
Reoviridae	Orbivirus	Lebombo virus	40057	3	NC_038595
Reoviridae	Orbivirus	Lebombo virus	40057	4	NC_038596
Reoviridae	Orbivirus	Lebombo virus	40057	5	NC_038601
Reoviridae	Orbivirus	Lebombo virus	40057	6	NC_038597
Reoviridae	Orbivirus	Lebombo virus	40057	7	NC_038599
Reoviridae	Orbivirus	Lebombo virus	40057	8	NC_038598
Reoviridae	Orbivirus	Lebombo virus	40057	9	NC_038603
Reoviridae	Orbivirus	Orungo virus	40058	1	NC_038604
Reoviridae	Orbivirus	Orungo virus	40058	10	NC_038613
Reoviridae	Orbivirus	Orungo virus	40058	2	NC_038605
Reoviridae	Orbivirus	Orungo virus	40058	3	NC_038610
Reoviridae	Orbivirus	Orungo virus	40058	4	NC_038606
Reoviridae	Orbivirus	Orungo virus	40058	5	NC_038611
Reoviridae	Orbivirus	Orungo virus	40058	6	NC_038609
Reoviridae	Orbivirus	Orungo virus	40058	7	NC_038607
Reoviridae	Orbivirus	Orungo virus	40058	8	NC_038608
Reoviridae	Orbivirus	Orungo virus	40058	9	NC_038612
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	L1	NC_013225
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	L2	NC_013226
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	L3	NC_013229
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	M1	NC_013227
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	M2	NC_013228
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	M3	NC_013230
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	S1	NC_013231
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	S2	NC_013232
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	S3	NC_013233
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	S4	NC_013234
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	L1	NC_038665
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	L2	NC_038660
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	L3	NC_038662
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	M1	NC_038661
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	M2	NC_038664
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	M3	NC_038666
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	S1	NC_038667
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	S2	NC_038659
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	S3	NC_038663
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	S4	NC_038658
Reoviridae	Rotavirus	Rotavirus A	28875	1	NC_011507
Reoviridae	Rotavirus	Rotavirus A	28875	10	NC_011504
Reoviridae	Rotavirus	Rotavirus A	28875	11	NC_011505
Reoviridae	Rotavirus	Rotavirus A	28875	2	NC_011506
Reoviridae	Rotavirus	Rotavirus A	28875	3	NC_011508
Reoviridae	Rotavirus	Rotavirus A	28875	4	NC_011510
Reoviridae	Rotavirus	Rotavirus A	28875	5	NC_011500
Reoviridae	Rotavirus	Rotavirus A	28875	6	NC_011509
Reoviridae	Rotavirus	Rotavirus A	28875	7	NC_011501
Reoviridae	Rotavirus	Rotavirus A	28875	8	NC_011502
Reoviridae	Rotavirus	Rotavirus A	28875	9	NC_011503
Reoviridae	Rotavirus	Rotavirus B	28876	1	NC_021541
Reoviridae	Rotavirus	Rotavirus B	28876	10	NC_021550
Reoviridae	Rotavirus	Rotavirus B	28876	11	NC_021549
Reoviridae	Rotavirus	Rotavirus B	28876	2	NC_021545
Reoviridae	Rotavirus	Rotavirus B	28876	3	NC_021551
Reoviridae	Rotavirus	Rotavirus B	28876	4	NC_021543
Reoviridae	Rotavirus	Rotavirus B	28876	5	NC_021546
Reoviridae	Rotavirus	Rotavirus B	28876	6	NC_021544
Reoviridae	Rotavirus	Rotavirus B	28876	7	NC_021547
Reoviridae	Rotavirus	Rotavirus B	28876	8	NC_021548
Reoviridae	Rotavirus	Rotavirus B	28876	9	NC_021542
Reoviridae	Rotavirus	Rotavirus C	36427	1	NC_007547
Reoviridae	Rotavirus	Rotavirus C	36427	10	NC_007569
Reoviridae	Rotavirus	Rotavirus C	36427	11	NC_007573
Reoviridae	Rotavirus	Rotavirus C	36427	2	NC_007546
Reoviridae	Rotavirus	Rotavirus C	36427	3	NC_007572
Reoviridae	Rotavirus	Rotavirus C	36427	4	NC_007574
Reoviridae	Rotavirus	Rotavirus C	36427	5	NC_007570
Reoviridae	Rotavirus	Rotavirus C	36427	6	NC_007543
Reoviridae	Rotavirus	Rotavirus C	36427	7	NC_007544
Reoviridae	Rotavirus	Rotavirus C	36427	8	NC_007571
Reoviridae	Rotavirus	Rotavirus C	36427	9	NC_007545
Reoviridae	Rotavirus	Rotavirus F	183405	1	NC_021625
Reoviridae	Rotavirus	Rotavirus F	183405	10	NC_021629
Reoviridae	Rotavirus	Rotavirus F	183405	11	NC_021634
Reoviridae	Rotavirus	Rotavirus F	183405	2	NC_021626
Reoviridae	Rotavirus	Rotavirus F	183405	3	NC_021631
Reoviridae	Rotavirus	Rotavirus F	183405	4	NC_021630
Reoviridae	Rotavirus	Rotavirus F	183405	5	NC_021632
Reoviridae	Rotavirus	Rotavirus F	183405	6	NC_021635
Reoviridae	Rotavirus	Rotavirus F	183405	7	NC_021633
Reoviridae	Rotavirus	Rotavirus F	183405	8	NC_021628
Reoviridae	Rotavirus	Rotavirus F	183405	9	NC_021627
Reoviridae	Rotavirus	Rotavirus G	183407	1	NC_021590
Reoviridae	Rotavirus	Rotavirus G	183407	10	NC_021586
Reoviridae	Rotavirus	Rotavirus G	183407	11	NC_021587
Reoviridae	Rotavirus	Rotavirus G	183407	2	NC_021580
Reoviridae	Rotavirus	Rotavirus G	183407	3	NC_021581
Reoviridae	Rotavirus	Rotavirus G	183407	4	NC_021589
Reoviridae	Rotavirus	Rotavirus G	183407	5	NC_021583
Reoviridae	Rotavirus	Rotavirus G	183407	6	NC_021588
Reoviridae	Rotavirus	Rotavirus G	183407	7	NC_021585
Reoviridae	Rotavirus	Rotavirus G	183407	8	NC_021584
Reoviridae	Rotavirus	Rotavirus G	183407	9	NC_021582
Reoviridae	Rotavirus	Rotavirus H	1348384	1	NC_007548
Reoviridae	Rotavirus	Rotavirus H	1348384	10	NC_007557
Reoviridae	Rotavirus	Rotavirus H	1348384	11	NC_007558
Reoviridae	Rotavirus	Rotavirus H	1348384	2	NC_007549
Reoviridae	Rotavirus	Rotavirus H	1348384	3	NC_007551
Reoviridae	Rotavirus	Rotavirus H	1348384	4	NC_007550
Reoviridae	Rotavirus	Rotavirus H	1348384	5	NC_007552
Reoviridae	Rotavirus	Rotavirus H	1348384	6	NC_007553
Reoviridae	Rotavirus	Rotavirus H	1348384	7	NC_007555
Reoviridae	Rotavirus	Rotavirus H	1348384	8	NC_007554
Reoviridae	Rotavirus	Rotavirus H	1348384	9	NC_007556
Reoviridae	Rotavirus	Rotavirus I	1637496	1	NC_026825
Reoviridae	Rotavirus	Rotavirus I	1637496	10	NC_026823
Reoviridae	Rotavirus	Rotavirus I	1637496	11	NC_026824
Reoviridae	Rotavirus	Rotavirus I	1637496	2	NC_026826
Reoviridae	Rotavirus	Rotavirus I	1637496	3	NC_026827
Reoviridae	Rotavirus	Rotavirus I	1637496	4	NC_026828
Reoviridae	Rotavirus	Rotavirus I	1637496	5	NC_026820
Reoviridae	Rotavirus	Rotavirus I	1637496	6	NC_026829
Reoviridae	Rotavirus	Rotavirus I	1637496	7	NC_026822
Reoviridae	Rotavirus	Rotavirus I	1637496	8	NC_026821
Reoviridae	Rotavirus	Rotavirus I	1637496	9	NC_026830
Reoviridae	Seadornavirus	Banna virus	77763	1	NC_004211
Reoviridae	Seadornavirus	Banna virus	77763	10	NC_004201
Reoviridae	Seadornavirus	Banna virus	77763	11	NC_004200
Reoviridae	Seadornavirus	Banna virus	77763	12	NC_004198
Reoviridae	Seadornavirus	Banna virus	77763	2	NC_004217
Reoviridae	Seadornavirus	Banna virus	77763	3	NC_004218
Reoviridae	Seadornavirus	Banna virus	77763	4	NC_004219
Reoviridae	Seadornavirus	Banna virus	77763	5	NC_004220
Reoviridae	Seadornavirus	Banna virus	77763	6	NC_004221
Reoviridae	Seadornavirus	Banna virus	77763	7	NC_004204
Reoviridae	Seadornavirus	Banna virus	77763	8	NC_004203
Reoviridae	Seadornavirus	Banna virus	77763	9	NC_004202
Reoviridae	Seadornavirus	Kadipiro virus	104580	1	NC_004210
Reoviridae	Seadornavirus	Kadipiro virus	104580	10	NC_004206
Reoviridae	Seadornavirus	Kadipiro virus	104580	11	NC_004205
Reoviridae	Seadornavirus	Kadipiro virus	104580	12	NC_004199
Reoviridae	Seadornavirus	Kadipiro virus	104580	2	NC_004212
Reoviridae	Seadornavirus	Kadipiro virus	104580	3	NC_004213
Reoviridae	Seadornavirus	Kadipiro virus	104580	4	NC_004214
Reoviridae	Seadornavirus	Kadipiro virus	104580	5	NC_004215
Reoviridae	Seadornavirus	Kadipiro virus	104580	6	NC_004216
Reoviridae	Seadornavirus	Kadipiro virus	104580	7	NC_004209
Reoviridae	Seadornavirus	Kadipiro virus	104580	8	NC_004208
Reoviridae	Seadornavirus	Kadipiro virus	104580	9	NC_004207
Reoviridae	Seadornavirus	Liao ning virus	246280	1	NC_007736
Reoviridae	Seadornavirus	Liao ning virus	246280	10	NC_007745
Reoviridae	Seadornavirus	Liao ning virus	246280	11	NC_007746
Reoviridae	Seadornavirus	Liao ning virus	246280	12	NC_007747
Reoviridae	Seadornavirus	Liao ning virus	246280	2	NC_007737
Reoviridae	Seadornavirus	Liao ning virus	246280	3	NC_007738
Reoviridae	Seadornavirus	Liao ning virus	246280	4	NC_007739
Reoviridae	Seadornavirus	Liao ning virus	246280	5	NC_007740
Reoviridae	Seadornavirus	Liao ning virus	246280	6	NC_007741
Reoviridae	Seadornavirus	Liao ning virus	246280	7	NC_007742
Reoviridae	Seadornavirus	Liao ning virus	246280	8	NC_007743
Reoviridae	Seadornavirus	Liao ning virus	246280	9	NC_007744
Retroviridae	Deltaretrovirus	Primate T-lymphotropic virus 1	194440	None	NC_001436,NC_000858
Retroviridae	Deltaretrovirus	Primate T-lymphotropic virus 2	194441	None	NC_001815,NC_001488
Retroviridae	Deltaretrovirus	Primate T-lymphotropic virus 3	194443	None	NC_003323
Retroviridae	Lentivirus	Human immunodeficiency virus 1	11676	None	NC_001802
Retroviridae	Lentivirus	Human immunodeficiency virus 2	11709	None	NC_001722
Retroviridae	Lentivirus	Simian immunodeficiency virus	11723	None	NC_004455,NC_001549
Retroviridae	Spumavirus	African green monkey simian foamy virus	338079	None	NC_010820
Retroviridae	Spumavirus	Macaque simian foamy virus	338478	None	KF026286
Retroviridae	Spumavirus	Simian foamy virus	11642	None	NC_001364
Retroviridae	unknown	Human endogenous retrovirus K	45617	None	NC_022518
Rhabdoviridae	Ledantevirus	Le Dantec ledantevirus	1978540	None	NC_034443
Rhabdoviridae	Lyssavirus	Aravan lyssavirus	211977	None	NC_020808
Rhabdoviridae	Lyssavirus	Australian bat lyssavirus	90961	None	NC_003243
Rhabdoviridae	Lyssavirus	Bokeloh bat lyssavirus	1072176	None	NC_025251
Rhabdoviridae	Lyssavirus	Duvenhage lyssavirus	38767	None	NC_020810
Rhabdoviridae	Lyssavirus	European bat 1 lyssavirus	57482	None	NC_009527
Rhabdoviridae	Lyssavirus	European bat 2 lyssavirus	57483	None	NC_009528
Rhabdoviridae	Lyssavirus	Ikoma lyssavirus	1167696	None	NC_018629
Rhabdoviridae	Lyssavirus	Irkut lyssavirus	249583	None	NC_020809
Rhabdoviridae	Lyssavirus	Khujand lyssavirus	237716	None	NC_025385
Rhabdoviridae	Lyssavirus	Lagos bat lyssavirus	38766	None	NC_020807
Rhabdoviridae	Lyssavirus	Lleida bat lyssavirus	1213198	None	NC_031955
Rhabdoviridae	Lyssavirus	Lyssavirus Ozernoe	642022	None	NC_025408
Rhabdoviridae	Lyssavirus	Mokola lyssavirus	12538	None	NC_006429
Rhabdoviridae	Lyssavirus	Rabies lyssavirus	11292	None	NC_001542
Rhabdoviridae	Lyssavirus	Shimoni bat lyssavirus	746543	None	NC_025365
Rhabdoviridae	Lyssavirus	West Caucasian bat lyssavirus	249584	None	NC_025377
Rhabdoviridae	Tibrovirus	Ekpoma 1 tibrovirus	1987018	None	NC_038282
Rhabdoviridae	Tibrovirus	Ekpoma 2 tibrovirus	1987019	None	NC_038283
Rhabdoviridae	Vesiculovirus	Alagoas vesiculovirus	1972579	None	NC_025353
Rhabdoviridae	Vesiculovirus	Chandipura vesiculovirus	1972576	None	NC_020805
Rhabdoviridae	Vesiculovirus	Cocal vesiculovirus	1972572	None	NC_028255
Rhabdoviridae	Vesiculovirus	Indiana vesiculovirus	1972577	None	NC_001560
Rhabdoviridae	Vesiculovirus	Isfahan vesiculovirus	1972573	None	NC_020806
Rhabdoviridae	Vesiculovirus	Maraba vesiculovirus	1972574	None	NC_025255
Rhabdoviridae	Vesiculovirus	New Jersey vesiculovirus	1972578	None	NC_024473
Rhabdoviridae	Vesiculovirus	Piry vesiculovirus	1972575	None	NC_038286
Rhabdoviridae	Vesiculovirus	Yug Bogdanovac vesiculovirus	1972567	None	NC_025378
Smacoviridae	unknown	Human smacovirus 1	1595998	None	NC_026252
Togaviridae	Alphavirus	Barmah Forest virus	11020	None	NC_001786
Togaviridae	Alphavirus	Chikungunya virus	37124	None	NC_004162
Togaviridae	Alphavirus	Eastern equine encephalitis virus	11021	None	NC_003899
Togaviridae	Alphavirus	Everglades virus	2083198	None	NC_038671
Togaviridae	Alphavirus	Getah virus	59300	None	NC_006558
Togaviridae	Alphavirus	Highlands J virus	11024	None	NC_012561
Togaviridae	Alphavirus	Mayaro virus	59301	None	NC_003417
Togaviridae	Alphavirus	Mosso das Pedras virus	2083199	None	NC_038857
Togaviridae	Alphavirus	Mucambo virus	60875	None	NC_038672
Togaviridae	Alphavirus	Ndumu virus	59302	None	NC_016959
Togaviridae	Alphavirus	Onyong-nyong virus	2169701	None	NC_001512
Togaviridae	Alphavirus	Pixuna virus	60876	None	NC_038673
Togaviridae	Alphavirus	Rio Negro virus	332097	None	NC_038674
Togaviridae	Alphavirus	Ross River virus	11029	None	NC_001544
Togaviridae	Alphavirus	Semliki Forest virus	11033	None	NC_003215
Togaviridae	Alphavirus	Sindbis virus	11034	None	NC_001547
Togaviridae	Alphavirus	Tonate virus	60877	None	NC_038675
Togaviridae	Alphavirus	Venezuelan equine encephalitis virus	11036	None	NC_001449
Togaviridae	Alphavirus	Western equine encephalitis virus	11039	None	NC_003908
Togaviridae	Alphavirus	Whataroa virus	48543	None	NC_016961
Togaviridae	Rubivirus	Rubella virus	11041	None	NC_001545
unknown	Deltavirus	Hepatitis delta virus	12475	None	NC_001653
unknown	unknown	circular ssDNA virus HV-CV1	1862826	None	NC_030449
